iterations,fitness,time taken,time since start,fitness array
120,32.0,0.06,9.564166784286499,[32.0]
121,31.3333333333,0.05,9.64438271522522,[31.333333333333332]
122,34.3333333333,0.06,9.726601362228394,[34.333333333333336]
123,28.8333333333,0.06,9.81934642791748,[28.833333333333332]
124,30.1666666667,0.06,9.909587621688843,[30.166666666666668]
125,30.8333333333,0.05,9.985288381576538,[30.833333333333332]
126,32.0,0.06,10.067506313323975,[32.0]
127,28.3333333333,0.06,10.146216869354248,[28.333333333333332]
128,31.8333333333,0.05,10.224424123764038,[31.833333333333332]
129,29.3333333333,0.07,10.317171096801758,[29.333333333333332]
130,31.8333333333,0.08,10.420947551727295,[31.833333333333332]
131,30.6666666667,0.06,10.502163887023926,[30.666666666666668]
132,30.1666666667,0.06,10.598920822143555,[30.166666666666668]
133,31.6666666667,0.06,10.679635286331177,[31.666666666666668]
134,29.5,0.07,10.770882844924927,[29.5]
135,34.1666666667,0.07,10.867644309997559,[34.166666666666664]
136,32.1666666667,0.06,10.96539568901062,[32.166666666666664]
137,32.1666666667,0.06,11.044106006622314,[32.166666666666664]
138,30.8333333333,0.06,11.133342981338501,[30.833333333333332]
139,32.0,0.05,11.211060523986816,[32.0]
140,29.3333333333,0.05,11.280235528945923,[29.333333333333332]
141,33.0,0.06,11.357442855834961,[33.0]
142,33.3333333333,0.06,11.42964768409729,[33.333333333333336]
143,32.1666666667,0.06,11.508920431137085,[32.166666666666664]
144,31.5,0.06,11.586625337600708,[31.5]
145,34.3333333333,0.06,11.666337490081787,[34.333333333333336]
146,30.8333333333,0.05,11.741036653518677,[30.833333333333332]
147,27.6666666667,0.06,11.825838804244995,[27.666666666666668]
148,31.6666666667,0.07,11.929614543914795,[31.666666666666668]
149,28.8333333333,0.07,12.01734447479248,[28.833333333333332]
150,32.5,0.07,12.103072166442871,[32.5]
151,29.8333333333,0.06,12.176769971847534,[29.833333333333332]
152,30.8333333333,0.05,12.250548124313354,[30.833333333333332]
153,30.0,0.05,12.317225694656372,[30.0]
154,31.1666666667,0.05,12.384407997131348,[31.166666666666668]
155,29.3333333333,0.05,12.45709776878357,[29.333333333333332]
156,31.3333333333,0.05,12.529289960861206,[31.333333333333332]
157,33.5,0.05,12.604490041732788,[33.5]
158,32.6666666667,0.05,12.678062200546265,[32.666666666666664]
159,29.0,0.06,12.763288497924805,[29.0]
160,30.6666666667,0.05,12.837985754013062,[30.666666666666668]
161,27.5,0.06,12.922712087631226,[27.5]
162,29.0,0.06,13.0049307346344,[29.0]
163,30.8333333333,0.06,13.080147981643677,[30.833333333333332]
164,30.8333333333,0.05,13.151319980621338,[30.833333333333332]
165,30.5,0.05,13.225521326065063,[30.5]
166,30.6666666667,0.05,13.295706510543823,[30.666666666666668]
167,32.1666666667,0.05,13.366911888122559,[32.166666666666664]
168,32.6666666667,0.05,13.441113710403442,[32.666666666666664]
169,29.0,0.06,13.51731276512146,[29.0]
170,30.6666666667,0.06,13.592013359069824,[30.666666666666668]
171,26.3333333333,0.06,13.667210102081299,[26.333333333333332]
172,33.8333333333,0.06,13.749428033828735,[33.833333333333336]
173,27.8333333333,0.06,13.83366322517395,[27.833333333333332]
174,31.1666666667,0.06,13.916372537612915,[31.166666666666668]
175,30.8333333333,0.06,14.003539085388184,[30.833333333333332]
176,30.5,0.06,14.084255456924438,[30.5]
177,33.1666666667,0.06,14.16246509552002,[33.166666666666664]
178,33.1666666667,0.05,14.237161636352539,[33.166666666666664]
179,31.3333333333,0.06,14.316873550415039,[31.333333333333332]
180,28.6666666667,0.06,14.401097297668457,[28.666666666666668]
181,33.3333333333,0.07,14.487827777862549,[33.333333333333336]
